Subject, Start Date, End Date, All Day Event, Start Time, End Time, Location
English X, 12/1/2018, 12/1/2018, False, 07:55 AM, 09:15 AM, 226
English X, 28/2/2018, 28/2/2018, False, 07:55 AM, 09:15 AM, 226
English X, 2/5/2018, 2/5/2018, False, 07:55 AM, 09:15 AM, 226
English X, 5/6/2018, 5/6/2018, False, 07:55 AM, 09:15 AM, 226
Science, 25/8/2017, 25/8/2017, False, 09:20 AM, 10:35 AM, 505
Science, 28/9/2017, 28/9/2017, False, 09:20 AM, 10:35 AM, 505
Science, 29/9/2017, 29/9/2017, False, 09:20 AM, 10:35 AM, 505
Science, 2/11/2017, 2/11/2017, False, 09:20 AM, 10:35 AM, 505
Science, 22/11/2017, 22/11/2017, False, 09:20 AM, 10:35 AM, 505
Science, 11/12/2017, 11/12/2017, False, 09:20 AM, 10:35 AM, 505
Science, 12/1/2018, 12/1/2018, False, 09:20 AM, 10:35 AM, 505
Science, 28/2/2018, 28/2/2018, False, 09:20 AM, 10:35 AM, 505
Science, 2/5/2018, 2/5/2018, False, 09:20 AM, 10:35 AM, 505
Science, 5/6/2018, 5/6/2018, False, 09:20 AM, 10:35 AM, 505
Com Time, 25/8/2017, 25/8/2017, False, 11:05 AM, 11:30 AM,
Com Time, 28/9/2017, 28/9/2017, False, 11:05 AM, 11:30 AM,
Com Time, 29/9/2017, 29/9/2017, False, 11:05 AM, 11:30 AM,
Com Time, 2/11/2017, 2/11/2017, False, 11:05 AM, 11:30 AM,
Com Time, 22/11/2017, 22/11/2017, False, 11:05 AM, 11:30 AM,
Com Time, 11/12/2017, 11/12/2017, False, 11:05 AM, 11:30 AM,
Com Time, 12/1/2018, 12/1/2018, False, 11:05 AM, 11:30 AM,
Com Time, 28/2/2018, 28/2/2018, False, 11:05 AM, 11:30 AM,
Com Time, 2/5/2018, 2/5/2018, False, 11:05 AM, 11:30 AM,
Com Time, 5/6/2018, 5/6/2018, False, 11:05 AM, 11:30 AM,
Digital Design, 25/8/2017, 25/8/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 28/9/2017, 28/9/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 29/9/2017, 29/9/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 2/11/2017, 2/11/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 22/11/2017, 22/11/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 11/12/2017, 11/12/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 12/1/2018, 12/1/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 28/2/2018, 28/2/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 2/5/2018, 2/5/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 5/6/2018, 5/6/2018, False, 13:45 PM, 15:00 PM, 513
Mathematics, 25/8/2017, 25/8/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 28/9/2017, 28/9/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 29/9/2017, 29/9/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 2/11/2017, 2/11/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 22/11/2017, 22/11/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 11/12/2017, 11/12/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 12/1/2018, 12/1/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 28/2/2018, 28/2/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 2/5/2018, 2/5/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 5/6/2018, 5/6/2018, False, 11:35 AM, 12:50 PM, 524
English, 28/8/2017, 28/8/2017, False, 07:55 AM, 09:15 AM, 524
English, 13/9/2017, 13/9/2017, False, 07:55 AM, 09:15 AM, 524
English, 3/11/2017, 3/11/2017, False, 07:55 AM, 09:15 AM, 524
English, 23/11/2017, 23/11/2017, False, 07:55 AM, 09:15 AM, 524
English, 15/1/2018, 15/1/2018, False, 07:55 AM, 09:15 AM, 524
English, 31/1/2018, 31/1/2018, False, 07:55 AM, 09:15 AM, 524
English, 1/3/2018, 1/3/2018, False, 07:55 AM, 09:15 AM, 524
English, 21/3/2018, 21/3/2018, False, 07:55 AM, 09:15 AM, 524
English, 16/4/2018, 16/4/2018, False, 07:55 AM, 09:15 AM, 524
English, 3/5/2018, 3/5/2018, False, 07:55 AM, 09:15 AM, 524
English, 6/6/2018, 6/6/2018, False, 07:55 AM, 09:15 AM, 524
Chinese, 28/8/2017, 28/8/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 13/9/2017, 13/9/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 3/11/2017, 3/11/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 23/11/2017, 23/11/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 15/1/2018, 15/1/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 31/1/2018, 31/1/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 1/3/2018, 1/3/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 21/3/2018, 21/3/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 16/4/2018, 16/4/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 3/5/2018, 3/5/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 6/6/2018, 6/6/2018, False, 09:20 AM, 10:35 AM, 422
Advisory, 28/8/2017, 28/8/2017, False, 11:05 AM, 11:30 AM,
Advisory, 13/9/2017, 13/9/2017, False, 11:05 AM, 11:30 AM,
Advisory, 3/11/2017, 3/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 23/11/2017, 23/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 15/1/2018, 15/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 31/1/2018, 31/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 1/3/2018, 1/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 21/3/2018, 21/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 16/4/2018, 16/4/2018, False, 11:05 AM, 11:30 AM,
Advisory, 3/5/2018, 3/5/2018, False, 11:05 AM, 11:30 AM,
Advisory, 6/6/2018, 6/6/2018, False, 11:05 AM, 11:30 AM,
Individual and Society, 28/8/2017, 28/8/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 13/9/2017, 13/9/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 3/11/2017, 3/11/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 23/11/2017, 23/11/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 15/1/2018, 15/1/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 31/1/2018, 31/1/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 1/3/2018, 1/3/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 21/3/2018, 21/3/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 16/4/2018, 16/4/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 3/5/2018, 3/5/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 6/6/2018, 6/6/2018, False, 13:45 PM, 15:00 PM, 524
Music, 28/8/2017, 28/8/2017, False, 11:35 AM, 12:50 PM, 411
Music, 13/9/2017, 13/9/2017, False, 11:35 AM, 12:50 PM, 411
Music, 3/11/2017, 3/11/2017, False, 11:35 AM, 12:50 PM, 411
Music, 23/11/2017, 23/11/2017, False, 11:35 AM, 12:50 PM, 411
Music, 15/1/2018, 15/1/2018, False, 11:35 AM, 12:50 PM, 411
Music, 31/1/2018, 31/1/2018, False, 11:35 AM, 12:50 PM, 411
Music, 1/3/2018, 1/3/2018, False, 11:35 AM, 12:50 PM, 411
Music, 21/3/2018, 21/3/2018, False, 11:35 AM, 12:50 PM, 411
Music, 16/4/2018, 16/4/2018, False, 11:35 AM, 12:50 PM, 411
Music, 3/5/2018, 3/5/2018, False, 11:35 AM, 12:50 PM, 411
Music, 6/6/2018, 6/6/2018, False, 11:35 AM, 12:50 PM, 411
Mathematics, 29/8/2017, 29/8/2017, False, 07:55 AM, 09:15 AM, 524
Mathematics, 14/9/2017, 14/9/2017, False, 07:55 AM, 09:15 AM, 524
Mathematics, 4/10/2017, 4/10/2017, False, 07:55 AM, 09:15 AM, 524
Mathematics, 6/11/2017, 6/11/2017, False, 07:55 AM, 09:15 AM, 524
Mathematics, 24/11/2017, 24/11/2017, False, 07:55 AM, 09:15 AM, 524
Mathematics, 13/12/2017, 13/12/2017, False, 07:55 AM, 09:15 AM, 524
Mathematics, 16/1/2018, 16/1/2018, False, 07:55 AM, 09:15 AM, 524
Mathematics, 1/2/2018, 1/2/2018, False, 07:55 AM, 09:15 AM, 524
Mathematics, 2/3/2018, 2/3/2018, False, 07:55 AM, 09:15 AM, 524
Mathematics, 22/3/2018, 22/3/2018, False, 07:55 AM, 09:15 AM, 524
Mathematics, 4/5/2018, 4/5/2018, False, 07:55 AM, 09:15 AM, 524
Mathematics, 7/6/2018, 7/6/2018, False, 07:55 AM, 09:15 AM, 524
PE, 29/8/2017, 29/8/2017, False, 09:20 AM, 10:35 AM, 
PE, 14/9/2017, 14/9/2017, False, 09:20 AM, 10:35 AM, 
PE, 4/10/2017, 4/10/2017, False, 09:20 AM, 10:35 AM, 
PE, 6/11/2017, 6/11/2017, False, 09:20 AM, 10:35 AM, 
PE, 24/11/2017, 24/11/2017, False, 09:20 AM, 10:35 AM, 
PE, 13/12/2017, 13/12/2017, False, 09:20 AM, 10:35 AM, 
PE, 16/1/2018, 16/1/2018, False, 09:20 AM, 10:35 AM, 
PE, 1/2/2018, 1/2/2018, False, 09:20 AM, 10:35 AM, 
PE, 2/3/2018, 2/3/2018, False, 09:20 AM, 10:35 AM, 
PE, 22/3/2018, 22/3/2018, False, 09:20 AM, 10:35 AM, 
PE, 4/5/2018, 4/5/2018, False, 09:20 AM, 10:35 AM, 
PE, 7/6/2018, 7/6/2018, False, 09:20 AM, 10:35 AM, 
Advisory, 29/8/2017, 29/8/2017, False, 11:05 AM, 11:30 AM,
Advisory, 14/9/2017, 14/9/2017, False, 11:05 AM, 11:30 AM,
Advisory, 4/10/2017, 4/10/2017, False, 11:05 AM, 11:30 AM,
Advisory, 6/11/2017, 6/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 24/11/2017, 24/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 13/12/2017, 13/12/2017, False, 11:05 AM, 11:30 AM,
Advisory, 16/1/2018, 16/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 1/2/2018, 1/2/2018, False, 11:05 AM, 11:30 AM,
Advisory, 2/3/2018, 2/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 22/3/2018, 22/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 4/5/2018, 4/5/2018, False, 11:05 AM, 11:30 AM,
Advisory, 7/6/2018, 7/6/2018, False, 11:05 AM, 11:30 AM,
Science, 29/8/2017, 29/8/2017, False, 13:45 PM, 15:00 PM, 505
Science, 14/9/2017, 14/9/2017, False, 13:45 PM, 15:00 PM, 505
Science, 4/10/2017, 4/10/2017, False, 13:45 PM, 15:00 PM, 505
Science, 6/11/2017, 6/11/2017, False, 13:45 PM, 15:00 PM, 505
Science, 24/11/2017, 24/11/2017, False, 13:45 PM, 15:00 PM, 505
Science, 13/12/2017, 13/12/2017, False, 13:45 PM, 15:00 PM, 505
Science, 16/1/2018, 16/1/2018, False, 13:45 PM, 15:00 PM, 505
Science, 1/2/2018, 1/2/2018, False, 13:45 PM, 15:00 PM, 505
Science, 2/3/2018, 2/3/2018, False, 13:45 PM, 15:00 PM, 505
Science, 22/3/2018, 22/3/2018, False, 13:45 PM, 15:00 PM, 505
Science, 4/5/2018, 4/5/2018, False, 13:45 PM, 15:00 PM, 505
Science, 7/6/2018, 7/6/2018, False, 13:45 PM, 15:00 PM, 505
Digital Design, 29/8/2017, 29/8/2017, False, 11:35 AM, 12:50 PM, 513
Digital Design, 14/9/2017, 14/9/2017, False, 11:35 AM, 12:50 PM, 513
Digital Design, 4/10/2017, 4/10/2017, False, 11:35 AM, 12:50 PM, 513
Digital Design, 6/11/2017, 6/11/2017, False, 11:35 AM, 12:50 PM, 513
Digital Design, 24/11/2017, 24/11/2017, False, 11:35 AM, 12:50 PM, 513
Digital Design, 13/12/2017, 13/12/2017, False, 11:35 AM, 12:50 PM, 513
Digital Design, 16/1/2018, 16/1/2018, False, 11:35 AM, 12:50 PM, 513
Digital Design, 1/2/2018, 1/2/2018, False, 11:35 AM, 12:50 PM, 513
Digital Design, 2/3/2018, 2/3/2018, False, 11:35 AM, 12:50 PM, 513
Digital Design, 22/3/2018, 22/3/2018, False, 11:35 AM, 12:50 PM, 513
Digital Design, 4/5/2018, 4/5/2018, False, 11:35 AM, 12:50 PM, 513
Digital Design, 7/6/2018, 7/6/2018, False, 11:35 AM, 12:50 PM, 513
Music, 30/8/2017, 30/8/2017, False, 07:55 AM, 09:15 AM, 411
Music, 15/9/2017, 15/9/2017, False, 07:55 AM, 09:15 AM, 411
Music, 6/10/2017, 6/10/2017, False, 07:55 AM, 09:15 AM, 411
Music, 27/11/2017, 27/11/2017, False, 07:55 AM, 09:15 AM, 411
Music, 14/12/2017, 14/12/2017, False, 07:55 AM, 09:15 AM, 411
Music, 17/1/2018, 17/1/2018, False, 07:55 AM, 09:15 AM, 411
Music, 2/2/2018, 2/2/2018, False, 07:55 AM, 09:15 AM, 411
Music, 5/3/2018, 5/3/2018, False, 07:55 AM, 09:15 AM, 411
Music, 23/3/2018, 23/3/2018, False, 07:55 AM, 09:15 AM, 411
Music, 18/4/2018, 18/4/2018, False, 07:55 AM, 09:15 AM, 411
Music, 21/5/2018, 21/5/2018, False, 07:55 AM, 09:15 AM, 411
Music, 8/6/2018, 8/6/2018, False, 07:55 AM, 09:15 AM, 411
English, 30/8/2017, 30/8/2017, False, 09:20 AM, 10:35 AM, 524
English, 15/9/2017, 15/9/2017, False, 09:20 AM, 10:35 AM, 524
English, 6/10/2017, 6/10/2017, False, 09:20 AM, 10:35 AM, 524
English, 27/11/2017, 27/11/2017, False, 09:20 AM, 10:35 AM, 524
English, 14/12/2017, 14/12/2017, False, 09:20 AM, 10:35 AM, 524
English, 17/1/2018, 17/1/2018, False, 09:20 AM, 10:35 AM, 524
English, 2/2/2018, 2/2/2018, False, 09:20 AM, 10:35 AM, 524
English, 5/3/2018, 5/3/2018, False, 09:20 AM, 10:35 AM, 524
English, 23/3/2018, 23/3/2018, False, 09:20 AM, 10:35 AM, 524
English, 18/4/2018, 18/4/2018, False, 09:20 AM, 10:35 AM, 524
English, 21/5/2018, 21/5/2018, False, 09:20 AM, 10:35 AM, 524
English, 8/6/2018, 8/6/2018, False, 09:20 AM, 10:35 AM, 524
Com Time, 30/8/2017, 30/8/2017, False, 11:05 AM, 11:30 AM,
Com Time, 15/9/2017, 15/9/2017, False, 11:05 AM, 11:30 AM,
Com Time, 6/10/2017, 6/10/2017, False, 11:05 AM, 11:30 AM,
Com Time, 27/11/2017, 27/11/2017, False, 11:05 AM, 11:30 AM,
Com Time, 14/12/2017, 14/12/2017, False, 11:05 AM, 11:30 AM,
Com Time, 17/1/2018, 17/1/2018, False, 11:05 AM, 11:30 AM,
Com Time, 2/2/2018, 2/2/2018, False, 11:05 AM, 11:30 AM,
Com Time, 5/3/2018, 5/3/2018, False, 11:05 AM, 11:30 AM,
Com Time, 23/3/2018, 23/3/2018, False, 11:05 AM, 11:30 AM,
Com Time, 18/4/2018, 18/4/2018, False, 11:05 AM, 11:30 AM,
Com Time, 21/5/2018, 21/5/2018, False, 11:05 AM, 11:30 AM,
Com Time, 8/6/2018, 8/6/2018, False, 11:05 AM, 11:30 AM,
Chinese, 30/8/2017, 30/8/2017, False, 13:45 PM, 15:00 PM, 422
Chinese, 15/9/2017, 15/9/2017, False, 13:45 PM, 15:00 PM, 422
Chinese, 6/10/2017, 6/10/2017, False, 13:45 PM, 15:00 PM, 422
Chinese, 27/11/2017, 27/11/2017, False, 13:45 PM, 15:00 PM, 422
Chinese, 14/12/2017, 14/12/2017, False, 13:45 PM, 15:00 PM, 422
Chinese, 17/1/2018, 17/1/2018, False, 13:45 PM, 15:00 PM, 422
Chinese, 2/2/2018, 2/2/2018, False, 13:45 PM, 15:00 PM, 422
Chinese, 5/3/2018, 5/3/2018, False, 13:45 PM, 15:00 PM, 422
Chinese, 23/3/2018, 23/3/2018, False, 13:45 PM, 15:00 PM, 422
Chinese, 18/4/2018, 18/4/2018, False, 13:45 PM, 15:00 PM, 422
Chinese, 21/5/2018, 21/5/2018, False, 13:45 PM, 15:00 PM, 422
Chinese, 8/6/2018, 8/6/2018, False, 13:45 PM, 15:00 PM, 422
Individual and Society, 30/8/2017, 30/8/2017, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 15/9/2017, 15/9/2017, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 6/10/2017, 6/10/2017, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 27/11/2017, 27/11/2017, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 14/12/2017, 14/12/2017, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 17/1/2018, 17/1/2018, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 2/2/2018, 2/2/2018, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 5/3/2018, 5/3/2018, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 23/3/2018, 23/3/2018, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 18/4/2018, 18/4/2018, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 21/5/2018, 21/5/2018, False, 11:35 AM, 12:50 PM, 524
Individual and Society, 8/6/2018, 8/6/2018, False, 11:35 AM, 12:50 PM, 524
Digital Design, 31/8/2017, 31/8/2017, False, 07:55 AM, 09:15 AM, 513
Digital Design, 18/9/2017, 18/9/2017, False, 07:55 AM, 09:15 AM, 513
Digital Design, 9/10/2017, 9/10/2017, False, 07:55 AM, 09:15 AM, 513
Digital Design, 8/11/2017, 8/11/2017, False, 07:55 AM, 09:15 AM, 513
Digital Design, 28/11/2017, 28/11/2017, False, 07:55 AM, 09:15 AM, 513
Digital Design, 15/12/2017, 15/12/2017, False, 07:55 AM, 09:15 AM, 513
Digital Design, 18/1/2018, 18/1/2018, False, 07:55 AM, 09:15 AM, 513
Digital Design, 5/2/2018, 5/2/2018, False, 07:55 AM, 09:15 AM, 513
Digital Design, 6/3/2018, 6/3/2018, False, 07:55 AM, 09:15 AM, 513
Digital Design, 26/3/2018, 26/3/2018, False, 07:55 AM, 09:15 AM, 513
Digital Design, 19/4/2018, 19/4/2018, False, 07:55 AM, 09:15 AM, 513
Digital Design, 23/5/2018, 23/5/2018, False, 07:55 AM, 09:15 AM, 513
Digital Design, 11/6/2018, 11/6/2018, False, 07:55 AM, 09:15 AM, 513
Mathematics, 31/8/2017, 31/8/2017, False, 09:20 AM, 10:35 AM, 524
Mathematics, 18/9/2017, 18/9/2017, False, 09:20 AM, 10:35 AM, 524
Mathematics, 9/10/2017, 9/10/2017, False, 09:20 AM, 10:35 AM, 524
Mathematics, 8/11/2017, 8/11/2017, False, 09:20 AM, 10:35 AM, 524
Mathematics, 28/11/2017, 28/11/2017, False, 09:20 AM, 10:35 AM, 524
Mathematics, 15/12/2017, 15/12/2017, False, 09:20 AM, 10:35 AM, 524
Mathematics, 18/1/2018, 18/1/2018, False, 09:20 AM, 10:35 AM, 524
Mathematics, 5/2/2018, 5/2/2018, False, 09:20 AM, 10:35 AM, 524
Mathematics, 6/3/2018, 6/3/2018, False, 09:20 AM, 10:35 AM, 524
Mathematics, 26/3/2018, 26/3/2018, False, 09:20 AM, 10:35 AM, 524
Mathematics, 19/4/2018, 19/4/2018, False, 09:20 AM, 10:35 AM, 524
Mathematics, 23/5/2018, 23/5/2018, False, 09:20 AM, 10:35 AM, 524
Mathematics, 11/6/2018, 11/6/2018, False, 09:20 AM, 10:35 AM, 524
Advisory, 31/8/2017, 31/8/2017, False, 11:05 AM, 11:30 AM,
Advisory, 18/9/2017, 18/9/2017, False, 11:05 AM, 11:30 AM,
Advisory, 9/10/2017, 9/10/2017, False, 11:05 AM, 11:30 AM,
Advisory, 8/11/2017, 8/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 28/11/2017, 28/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 15/12/2017, 15/12/2017, False, 11:05 AM, 11:30 AM,
Advisory, 18/1/2018, 18/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 5/2/2018, 5/2/2018, False, 11:05 AM, 11:30 AM,
Advisory, 6/3/2018, 6/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 26/3/2018, 26/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 19/4/2018, 19/4/2018, False, 11:05 AM, 11:30 AM,
Advisory, 23/5/2018, 23/5/2018, False, 11:05 AM, 11:30 AM,
Advisory, 11/6/2018, 11/6/2018, False, 11:05 AM, 11:30 AM,
PE, 31/8/2017, 31/8/2017, False, 13:45 PM, 15:00 PM, 
PE, 18/9/2017, 18/9/2017, False, 13:45 PM, 15:00 PM, 
PE, 9/10/2017, 9/10/2017, False, 13:45 PM, 15:00 PM, 
PE, 8/11/2017, 8/11/2017, False, 13:45 PM, 15:00 PM, 
PE, 28/11/2017, 28/11/2017, False, 13:45 PM, 15:00 PM, 
PE, 15/12/2017, 15/12/2017, False, 13:45 PM, 15:00 PM, 
PE, 18/1/2018, 18/1/2018, False, 13:45 PM, 15:00 PM, 
PE, 5/2/2018, 5/2/2018, False, 13:45 PM, 15:00 PM, 
PE, 6/3/2018, 6/3/2018, False, 13:45 PM, 15:00 PM, 
PE, 26/3/2018, 26/3/2018, False, 13:45 PM, 15:00 PM, 
PE, 19/4/2018, 19/4/2018, False, 13:45 PM, 15:00 PM, 
PE, 23/5/2018, 23/5/2018, False, 13:45 PM, 15:00 PM, 
PE, 11/6/2018, 11/6/2018, False, 13:45 PM, 15:00 PM, 
Science, 31/8/2017, 31/8/2017, False, 11:35 AM, 12:50 PM, 505
Science, 18/9/2017, 18/9/2017, False, 11:35 AM, 12:50 PM, 505
Science, 9/10/2017, 9/10/2017, False, 11:35 AM, 12:50 PM, 505
Science, 8/11/2017, 8/11/2017, False, 11:35 AM, 12:50 PM, 505
Science, 28/11/2017, 28/11/2017, False, 11:35 AM, 12:50 PM, 505
Science, 15/12/2017, 15/12/2017, False, 11:35 AM, 12:50 PM, 505
Science, 18/1/2018, 18/1/2018, False, 11:35 AM, 12:50 PM, 505
Science, 5/2/2018, 5/2/2018, False, 11:35 AM, 12:50 PM, 505
Science, 6/3/2018, 6/3/2018, False, 11:35 AM, 12:50 PM, 505
Science, 26/3/2018, 26/3/2018, False, 11:35 AM, 12:50 PM, 505
Science, 19/4/2018, 19/4/2018, False, 11:35 AM, 12:50 PM, 505
Science, 23/5/2018, 23/5/2018, False, 11:35 AM, 12:50 PM, 505
Science, 11/6/2018, 11/6/2018, False, 11:35 AM, 12:50 PM, 505
Individual and Society, 1/9/2017, 1/9/2017, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 13/11/2017, 13/11/2017, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 29/11/2017, 29/11/2017, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 3/1/2018, 3/1/2018, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 19/1/2018, 19/1/2018, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 6/2/2018, 6/2/2018, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 7/3/2018, 7/3/2018, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 27/3/2018, 27/3/2018, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 20/4/2018, 20/4/2018, False, 07:55 AM, 09:15 AM, 524
Individual and Society, 24/5/2018, 24/5/2018, False, 07:55 AM, 09:15 AM, 524
Music, 1/9/2017, 1/9/2017, False, 09:20 AM, 10:35 AM, 411
Music, 13/11/2017, 13/11/2017, False, 09:20 AM, 10:35 AM, 411
Music, 29/11/2017, 29/11/2017, False, 09:20 AM, 10:35 AM, 411
Music, 3/1/2018, 3/1/2018, False, 09:20 AM, 10:35 AM, 411
Music, 19/1/2018, 19/1/2018, False, 09:20 AM, 10:35 AM, 411
Music, 6/2/2018, 6/2/2018, False, 09:20 AM, 10:35 AM, 411
Music, 7/3/2018, 7/3/2018, False, 09:20 AM, 10:35 AM, 411
Music, 27/3/2018, 27/3/2018, False, 09:20 AM, 10:35 AM, 411
Music, 20/4/2018, 20/4/2018, False, 09:20 AM, 10:35 AM, 411
Music, 24/5/2018, 24/5/2018, False, 09:20 AM, 10:35 AM, 411
Advisory, 1/9/2017, 1/9/2017, False, 11:05 AM, 11:30 AM,
Advisory, 13/11/2017, 13/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 29/11/2017, 29/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 3/1/2018, 3/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 19/1/2018, 19/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 6/2/2018, 6/2/2018, False, 11:05 AM, 11:30 AM,
Advisory, 7/3/2018, 7/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 27/3/2018, 27/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 20/4/2018, 20/4/2018, False, 11:05 AM, 11:30 AM,
Advisory, 24/5/2018, 24/5/2018, False, 11:05 AM, 11:30 AM,
English, 1/9/2017, 1/9/2017, False, 13:45 PM, 15:00 PM, 524
English, 13/11/2017, 13/11/2017, False, 13:45 PM, 15:00 PM, 524
English, 29/11/2017, 29/11/2017, False, 13:45 PM, 15:00 PM, 524
English, 3/1/2018, 3/1/2018, False, 13:45 PM, 15:00 PM, 524
English, 19/1/2018, 19/1/2018, False, 13:45 PM, 15:00 PM, 524
English, 6/2/2018, 6/2/2018, False, 13:45 PM, 15:00 PM, 524
English, 7/3/2018, 7/3/2018, False, 13:45 PM, 15:00 PM, 524
English, 27/3/2018, 27/3/2018, False, 13:45 PM, 15:00 PM, 524
English, 20/4/2018, 20/4/2018, False, 13:45 PM, 15:00 PM, 524
English, 24/5/2018, 24/5/2018, False, 13:45 PM, 15:00 PM, 524
Chinese, 1/9/2017, 1/9/2017, False, 11:35 AM, 12:50 PM, 422
Chinese, 13/11/2017, 13/11/2017, False, 11:35 AM, 12:50 PM, 422
Chinese, 29/11/2017, 29/11/2017, False, 11:35 AM, 12:50 PM, 422
Chinese, 3/1/2018, 3/1/2018, False, 11:35 AM, 12:50 PM, 422
Chinese, 19/1/2018, 19/1/2018, False, 11:35 AM, 12:50 PM, 422
Chinese, 6/2/2018, 6/2/2018, False, 11:35 AM, 12:50 PM, 422
Chinese, 7/3/2018, 7/3/2018, False, 11:35 AM, 12:50 PM, 422
Chinese, 27/3/2018, 27/3/2018, False, 11:35 AM, 12:50 PM, 422
Chinese, 20/4/2018, 20/4/2018, False, 11:35 AM, 12:50 PM, 422
Chinese, 24/5/2018, 24/5/2018, False, 11:35 AM, 12:50 PM, 422
Chinese X, 4/9/2017, 4/9/2017, False, 07:55 AM, 09:15 AM, 512
Chinese X, 20/9/2017, 20/9/2017, False, 07:55 AM, 09:15 AM, 512
Chinese X, 11/10/2017, 11/10/2017, False, 07:55 AM, 09:15 AM, 512
Chinese X, 30/11/2017, 30/11/2017, False, 07:55 AM, 09:15 AM, 512
Chinese X, 4/1/2018, 4/1/2018, False, 07:55 AM, 09:15 AM, 512
Chinese X, 22/1/2018, 22/1/2018, False, 07:55 AM, 09:15 AM, 512
